29,0.0000000051
74,0.0000000130
98,0.0000000172
314,0.0000000551
650,0.0000001141
720,0.0000001264
728,0.0000001278
990,0.0000001738
1111,0.0000001951
1206,0.0000002118
1387,0.0000002436
1498,0.0000002630
1756,0.0000003083
1787,0.0000003138
1951,0.0000003426
1960,0.0000003442
2424,0.0000004256
2507,0.0000004402
2634,0.0000004625
2671,0.0000004690
2814,0.0000004941
2822,0.0000004955
3022,0.0000005307
3130,0.0000005496
3133,0.0000005501
3157,0.0000005544
3304,0.0000005802
3646,0.0000006402
3710,0.0000006515
4357,0.0000007651
4487,0.0000007879
4643,0.0000008153
4866,0.0000008545
5353,0.0000009400
5380,0.0000009447
5390,0.0000009465
5392,0.0000009468
5462,0.0000009591
5585,0.0000009807
5600,0.0000009833
5896,0.0000010353
6080,0.0000010676
6089,0.0000010692
6112,0.0000010732
6159,0.0000010815
6167,0.0000010829
6183,0.0000010857
6190,0.0000010869
6304,0.0000011070
6557,0.0000011514
6558,0.0000011516
6613,0.0000011612
6648,0.0000011674
6682,0.0000011733
6756,0.0000011863
6913,0.0000012139
7103,0.0000012473
7386,0.0000012970
7575,0.0000013301
7647,0.0000013428
7762,0.0000013630
7770,0.0000013644
7954,0.0000013967
8313,0.0000014597
8473,0.0000014878
8516,0.0000014954
8533,0.0000014984
8547,0.0000015008
8663,0.0000015212
8831,0.0000015507
8895,0.0000015619
8924,0.0000015670
8946,0.0000015709
9047,0.0000015886
9091,0.0000015963
9179,0.0000016118
9642,0.0000016931
9644,0.0000016934
9737,0.0000017098
9773,0.0000017161
9830,0.0000017261
9877,0.0000017344
9954,0.0000017479
10083,0.0000017705
10131,0.0000017790
10321,0.0000018123
10473,0.0000018390
10491,0.0000018422
10507,0.0000018450
10556,0.0000018536
10764,0.0000018901
10914,0.0000019165
10960,0.0000019245
11166,0.0000019607
11170,0.0000019614
11217,0.0000019697
11482,0.0000020162
11602,0.0000020373
11684,0.0000020517
11744,0.0000020622
12008,0.0000021086
12330,0.0000021651
12391,0.0000021758
12410,0.0000021791
12463,0.0000021885
12547,0.0000022032
12557,0.0000022050
12606,0.0000022136
12621,0.0000022162
12818,0.0000022508
12962,0.0000022761
13105,0.0000023012
13213,0.0000023202
13370,0.0000023477
13437,0.0000023595
13444,0.0000023607
13534,0.0000023765
13721,0.0000024094
13820,0.0000024267
13941,0.0000024480
13961,0.0000024515
14031,0.0000024638
14257,0.0000025035
14417,0.0000025316
14434,0.0000025346
14561,0.0000025569
14622,0.0000025676
15036,0.0000026403
15375,0.0000026998
15383,0.0000027012
15437,0.0000027107
15554,0.0000027312
15811,0.0000027764
15836,0.0000027807
16102,0.0000028275
16174,0.0000028401
16193,0.0000028434
16228,0.0000028496
16250,0.0000028534
16331,0.0000028677
16336,0.0000028685
16717,0.0000029354
16754,0.0000029419
16770,0.0000029447
16861,0.0000029607
16937,0.0000029741
16974,0.0000029806
16982,0.0000029820
16994,0.0000029841
17038,0.0000029918
17198,0.0000030199
17399,0.0000030552
17420,0.0000030589
17554,0.0000030824
17780,0.0000031221
17784,0.0000031228
17990,0.0000031590
17997,0.0000031602
18577,0.0000032621
18596,0.0000032654
18933,0.0000033246
19318,0.0000033922
19386,0.0000034041
19417,0.0000034096
19488,0.0000034220
19816,0.0000034796
20185,0.0000035444
20188,0.0000035449
20195,0.0000035462
20287,0.0000035623
20289,0.0000035627
20346,0.0000035727
20531,0.0000036052
20550,0.0000036085
20636,0.0000036236
20695,0.0000036340
20766,0.0000036464
20768,0.0000036468
20862,0.0000036633
20920,0.0000036735
21002,0.0000036879
21242,0.0000037300
21316,0.0000037430
21349,0.0000037488
21477,0.0000037713
21621,0.0000037966
21729,0.0000038155
21764,0.0000038217
22185,0.0000038956
22385,0.0000039307
22424,0.0000039376
22430,0.0000039386
22555,0.0000039606
22658,0.0000039787
22742,0.0000039934
22777,0.0000039996
22910,0.0000040229
22970,0.0000040334
23104,0.0000040570
23143,0.0000040638
23191,0.0000040723
23331,0.0000040968
23463,0.0000041200
23626,0.0000041486
23663,0.0000041551
24105,0.0000042327
24253,0.0000042587
24344,0.0000042747
24372,0.0000042796
24428,0.0000042895
24674,0.0000043327
24702,0.0000043376
25175,0.0000044206
25207,0.0000044263
25228,0.0000044299
25376,0.0000044559
25626,0.0000044998
26320,0.0000046217
26404,0.0000046364
26567,0.0000046651
26583,0.0000046679
26704,0.0000046891
26814,0.0000047084
27032,0.0000047467
27661,0.0000048572
27789,0.0000048796
28101,0.0000049344
28275,0.0000049650
28572,0.0000050171
28600,0.0000050221
28981,0.0000050890
29109,0.0000051114
29215,0.0000051300
29222,0.0000051313
29515,0.0000051827
29702,0.0000052156
29818,0.0000052359
29989,0.0000052660
30019,0.0000052712
30581,0.0000053699
30873,0.0000054212
30904,0.0000054266
30905,0.0000054268
31037,0.0000054500
31198,0.0000054783
31305,0.0000054970
31427,0.0000055185
31504,0.0000055320
31636,0.0000055552
31834,0.0000055899
31874,0.0000055970
31899,0.0000056013
32239,0.0000056610
32281,0.0000056684
32371,0.0000056842
32417,0.0000056923
32522,0.0000057107
32608,0.0000057258
32664,0.0000057357
32667,0.0000057362
32690,0.0000057402
32741,0.0000057492
32836,0.0000057659
32860,0.0000057701
32868,0.0000057715
32884,0.0000057743
32927,0.0000057819
33554,0.0000058920
33605,0.0000059009
33834,0.0000059411
33999,0.0000059701
34504,0.0000060588
34533,0.0000060639
34682,0.0000060900
34689,0.0000060913
34767,0.0000061050
34802,0.0000061111
35065,0.0000061573
35124,0.0000061676
35273,0.0000061938
35279,0.0000061949
35490,0.0000062319
35596,0.0000062505
35858,0.0000062965
35868,0.0000062983
35931,0.0000063093
35999,0.0000063213
36409,0.0000063933
36576,0.0000064226
36640,0.0000064338
36653,0.0000064361
37039,0.0000065039
37115,0.0000065173
37147,0.0000065229
37175,0.0000065278
37213,0.0000065345
37218,0.0000065353
37391,0.0000065657
37525,0.0000065892
37830,0.0000066428
37910,0.0000066569
38283,0.0000067223
38400,0.0000067429
38428,0.0000067478
38483,0.0000067575
38557,0.0000067705
38752,0.0000068047
38792,0.0000068117
38990,0.0000068465
39234,0.0000068893
39236,0.0000068897
39315,0.0000069036
39365,0.0000069123
39399,0.0000069183
39497,0.0000069355
39575,0.0000069492
39674,0.0000069666
39845,0.0000069966
40146,0.0000070495
40287,0.0000070742
40478,0.0000071078
40712,0.0000071489
41089,0.0000072151
41106,0.0000072181
41248,0.0000072430
41250,0.0000072433
41319,0.0000072555
41575,0.0000073004
41612,0.0000073069
41713,0.0000073246
41975,0.0000073707
42012,0.0000073771
42031,0.0000073805
42033,0.0000073808
42285,0.0000074251
42334,0.0000074337
42339,0.0000074346
42441,0.0000074525
42497,0.0000074623
42593,0.0000074792
42762,0.0000075088
42803,0.0000075160
42938,0.0000075397
43050,0.0000075594
43513,0.0000076407
43596,0.0000076553
43850,0.0000076999
43909,0.0000077103
44196,0.0000077606
44198,0.0000077610
44207,0.0000077626
44488,0.0000078119
44669,0.0000078437
44672,0.0000078442
44846,0.0000078748
44937,0.0000078908
45009,0.0000079034
45037,0.0000079083
45243,0.0000079445
45369,0.0000079666
45398,0.0000079717
45518,0.0000079928
45585,0.0000080046
45661,0.0000080179
45688,0.0000080226
45820,0.0000080458
45916,0.0000080627
46134,0.0000081010
46250,0.0000081213
46258,0.0000081227
46301,0.0000081303
46439,0.0000081545
46484,0.0000081624
46503,0.0000081658
46521,0.0000081689
46659,0.0000081931
46833,0.0000082237
46867,0.0000082297
47064,0.0000082643
47084,0.0000082678
47152,0.0000082797
47193,0.0000082869
47463,0.0000083343
47792,0.0000083921
47797,0.0000083930
47818,0.0000083967
